0,10,0,30,270,0,0
1,9.998,0.1999867,30,268.8541,0,0
2,9.992001,0.3998933,30,267.7082,0,0
3,9.311168,3.647212,30,248.6096,0,0
4,9.244562,3.812884,30,247.5865,0,0
5,9.18042,3.964832,30,246.6415,0,0
6,9.09536,4.156252,30,245.4413,0,0
7,9.034744,4.286421,30,244.6186,0,0
8,8.924484,4.511494,30,243.1826,0,0
9,8.806343,4.737967,30,241.719,0,0
10,8.720396,4.894353,30,240.6965,0,0
11,8.572601,5.148835,30,239.0103,0,0
12,8.376902,5.461457,30,236.897,0,0
13,8.142668,5.804909,30,234.5149,0,0
14,7.929016,6.093497,30,232.4575,0,0
15,7.737605,6.334782,30,230.6928,0,0
16,7.522954,6.588259,30,228.7896,0,0
17,7.275453,6.860596,30,226.681,0,0
18,7.019353,7.122407,30,224.5825,0,0
19,6.796497,7.335368,30,222.8163,0,0
20,6.469288,7.625504,30,220.3104,0,0
21,6.165943,7.872811,30,218.0679,0,0
22,5.965819,8.025521,30,216.6255,0,0
23,5.756068,8.177266,30,215.1422,0,0
24,5.529069,8.33243,30,213.5667,0,0
25,5.301832,8.478831,30,212.0178,0,0
26,5.036471,8.639094,30,210.2416,0,0
27,4.797282,8.774172,30,208.6677,0,0
28,4.523372,8.918469,30,206.8937,0,0
29,4.265398,9.044687,30,205.2482,0,0
30,3.962391,9.181474,30,203.3433,0,0
31,3.663562,9.304747,30,201.4911,0,0
32,3.48226,9.374105,30,200.3788,0,0
33,3.127859,9.498236,30,198.2272,0,0
34,2.861681,9.581794,30,196.6287,0,0
35,2.583604,9.660486,30,194.9728,0,0
36,2.194982,9.756128,30,192.6796,0,0
37,1.96533,9.804972,30,191.3343,0,0
38,1.697545,9.854864,30,189.7736,0,0
39,1.408696,9.900282,30,188.0982,0,0
40,1.04829,9.944902,30,186.0173,0,0
41,0.8263033,9.965802,30,184.7398,0,0
42,0.5255883,9.986178,30,183.0128,0,0
43,0.20677,9.997862,30,181.1848,0,0
44,-0.1143542,9.999346,30,179.3448,0,0
45,-0.5994329,9.982018,30,176.5634,0,0
46,-0.6773674,9.977033,30,176.116,0,0
47,-1.082359,9.941253,30,173.7864,0,0
48,-1.425095,9.897934,30,171.8069,0,0
49,-1.726031,9.849915,30,170.0608,0,0
50,-2.048121,9.788013,30,168.1815,0,0
51,-2.284162,9.735636,30,166.7962,0,0
52,-2.561686,9.666321,30,165.1572,0,0
53,-2.848454,9.585734,30,163.4504,0,0
54,-3.101035,9.507028,30,161.9345,0,0
55,-3.638426,9.314605,30,158.6636,0,0
56,-3.761952,9.265405,30,157.9018,0,0
57,-4.005014,9.162961,30,156.3905,0,0
58,-4.277572,9.038937,30,154.6747,0,0
59,-4.598102,8.880173,30,152.6252,0,0
60,-4.886211,8.72496,30,150.75,0,0
61,-5.14242,8.576451,30,149.0532,0,0
62,-5.393569,8.420773,30,147.3601,0,0
63,-5.688128,8.22467,30,145.3325,0,0
64,-5.943623,8.041974,30,143.5328,0,0
65,-6.192645,7.851825,30,141.7376,0,0
66,-6.441829,7.648715,30,139.8956,0,0
67,-6.686241,7.436006,30,138.039,0,0
68,-6.939168,7.200552,30,136.059,0,0
69,-7.115746,7.026105,30,134.6368,0,0
70,-7.382667,6.74509,30,132.416,0,0
71,-7.600789,6.498308,30,130.5289,0,0
72,-7.779648,6.283079,30,128.9254,0,0
73,-7.949422,6.066852,30,127.3502,0,0
74,-8.12943,5.823433,30,125.6155,0,0
75,-8.320215,5.547434,30,123.6931,0,0
76,-8.488648,5.286099,30,121.9116,0,0
77,-8.624868,5.060795,30,120.403,0,0
78,-8.784786,4.777817,30,118.5406,0,0
79,-8.898252,4.563016,30,117.1487,0,0
80,-9.040801,4.27363,30,115.3003,0,0
81,-9.157557,4.017356,30,113.6867,0,0
82,-9.286321,3.71002,30,111.7774,0,0
83,-9.380021,3.466295,30,110.2813,0,0
84,-9.481773,3.177417,30,108.5264,0,0
85,-9.570911,2.897873,30,106.8452,0,0
86,-9.651889,2.61554,30,105.1623,0,0
87,-9.725373,2.327468,30,103.4588,0,0
88,-9.787138,2.052299,30,101.843,0,0
89,-9.844353,1.757474,30,100.1222,0,0
90,-9.887329,1.496901,30,98.60898,0,0
91,-9.93177,1.16616,30,96.69685,0,0
92,-9.958512,0.9099673,30,95.22096,0,0
93,-9.986651,0.5165129,30,92.96072,0,0
94,-9.995728,0.2922491,30,91.67471,0,0
95,-9.99936,-0.1131042,30,89.35196,0,0
96,-9.991013,-0.4238656,30,87.57071,0,0
97,-9.978523,-0.6550348,30,86.24425,0,0
98,-9.950308,-0.9956723,30,84.28577,0,0
99,-9.916453,-1.289944,30,82.58853,0,0
100,-9.870876,-1.601812,30,80.78259,0,0
101,-9.817753,-1.900455,30,79.04457,0,0
102,-9.761284,-2.171945,30,77.4557,0,0
103,-9.697998,-2.439025,30,75.88303,0,0
104,-9.586983,-2.844251,30,73.47552,0,0
105,-9.504184,-3.109741,30,71.88206,0,0
106,-9.422948,-3.347844,30,70.44058,0,0
107,-9.322949,-3.61699,30,68.79544,0,0
108,-9.208003,-3.900344,30,67.04337,0,0
109,-9.066383,-4.219088,30,65.04486,0,0
110,-8.943099,-4.47448,30,63.41994,0,0
111,-8.78843,-4.771111,30,61.50311,0,0
112,-8.64977,-5.018116,30,59.88008,0,0
113,-8.514144,-5.244936,30,58.36584,0,0
114,-8.397028,-5.430462,30,57.10876,0,0
115,-8.199041,-5.725008,30,55.07521,0,0
116,-7.96715,-6.043553,30,52.81755,0,0
117,-7.745723,-6.324854,30,50.76628,0,0
118,-7.564377,-6.540658,30,49.15115,0,0
119,-7.344166,-6.78699,30,47.25795,0,0
120,-7.112622,-7.029268,30,45.33771,0,0
121,-6.893984,-7.243824,30,43.58252,0,0
122,-6.63542,-7.481391,30,41.57057,0,0
123,-6.157746,-7.879223,30,38.00824,0,0
124,-5.913511,-8.064142,30,36.25296,0,0
125,-5.666365,-8.239679,30,34.51602,0,0
126,-5.387576,-8.424608,30,32.59911,0,0
127,-5.115709,-8.592411,30,30.76854,0,0
128,-4.826958,-8.757881,30,28.86163,0,0
129,-4.495009,-8.932798,30,26.71169,0,0
130,-4.234248,-9.059313,30,25.05101,0,0
131,-3.947192,-9.188019,30,23.24847,0,0
132,-3.679739,-9.298361,30,21.59073,0,0
133,-3.416629,-9.398226,30,19.97824,0,0
134,-3.111455,-9.503623,30,18.1283,0,0
135,-2.831642,-9.590714,30,16.44916,0,0
136,-2.552168,-9.668839,30,14.78644,0,0
137,-2.240209,-9.745844,30,12.94531,0,0
138,-1.968004,-9.804436,30,11.34995,0,0
139,-1.61021,-9.86951,30,9.266174,0,0
140,-1.332684,-9.9108,30,7.658508,0,0
141,-1.006982,-9.94917,30,5.779388,0,0
142,-0.7060037,-9.975046,30,4.048492,0,0
143,-0.4002978,-9.991985,30,2.294159,0,0
144,-0.0678962,-9.999769,30,0.3890381,0,0
145,0.2247575,-9.997474,30,-1.287872,0,0
146,0.4720698,-9.988852,30,-2.70575,0,0
147,0.7022272,-9.975313,30,-4.026764,0,0
148,1.05022,-9.944698,30,-6.028412,0,0
149,1.33791,-9.910096,30,-7.68869,0,0
150,1.671988,-9.859232,30,-9.624969,0,0
151,1.941943,-9.809631,30,-11.19763,0,0
152,2.221719,-9.750075,30,-12.83661,0,0
153,2.479329,-9.687772,30,-14.35522,0,0
154,2.783355,-9.604839,30,-16.16086,0,0
155,3.087586,-9.511404,30,-17.98441,0,0
156,3.367988,-9.415767,30,-19.68195,0,0
157,3.607665,-9.326562,30,-21.14725,0,0
158,3.920059,-9.199627,30,-23.07935,0,0
159,4.175077,-9.086734,30,-24.67731,0,0
160,4.425376,-8.9675,30,-26.2659,0,0
161,4.715948,-8.818153,30,-28.13785,0,0
162,4.949386,-8.68928,30,-29.66568,0,0
163,5.176351,-8.556015,30,-31.17374,0,0
164,5.439699,-8.391047,30,-32.95428,0,0
165,5.685267,-8.226648,30,-34.64755,0,0
166,5.93786,-8.04623,30,-36.42612,0,0
167,6.139448,-7.89349,30,-37.87527,0,0
168,6.393167,-7.689435,30,-39.74088,0,0
169,6.575417,-7.534182,30,-41.11264,0,0
170,6.82035,-7.313195,30,-43.00287,0,0
171,7.020092,-7.121678,30,-44.58841,0,0
172,7.255632,-6.881556,30,-46.51572,0,0
173,7.45603,-6.663904,30,-48.21091,0,0
174,7.652245,-6.437636,30,-49.92694,0,0
175,7.829465,-6.22089,30,-51.53113,0,0
176,8.016748,-5.977603,30,-53.29031,0,0
177,8.179358,-5.753096,30,-54.87866,0,0
178,8.350205,-5.502188,30,-56.61795,0,0
179,8.510009,-5.251644,30,-58.32068,0,0
180,8.679076,-4.967256,30,-60.21637,0,0
181,8.814059,-4.723597,30,-61.81241,0,0
182,8.941048,-4.47858,30,-63.39365,0,0
183,9.075547,-4.199337,30,-65.16959,0,0
184,9.207506,-3.901516,30,-67.03604,0,0
185,9.348626,-3.550097,30,-69.20593,0,0
186,9.440055,-3.299297,30,-70.73547,0,0
187,9.540264,-2.997224,30,-72.55905,0,0
188,9.615927,-2.744804,30,-74.06894,0,0
189,9.720254,-2.348759,30,-76.41568,0,0
190,9.794156,-2.018542,30,-78.35458,0,0
191,9.856673,-1.68701,30,-80.28769,0,0
192,9.905206,-1.373648,30,-82.10458,0,0
193,9.938355,-1.10864,30,-83.63486,0,0
194,9.96718,-0.8095154,30,-85.35672,0,0
195,9.988249,-0.4846421,30,-87.22211,0,0
196,9.997468,-0.2250226,30,-88.7106,0,0
197,9.999572,0.09251161,30,-90.53003,0,0
198,9.99263,0.3838376,30,-92.19974,0,0
199,9.977184,0.6751232,30,-93.87109,0,0
200,9.952146,0.9771436,30,-95.60754,0,0
201,9.911968,1.323966,30,-97.60809,0,0
202,9.869333,1.611289,30,-99.2724,0,0
203,9.811465,1.932654,30,-101.1434,0,0
204,9.747997,2.230818,30,-102.8901,0,0
205,9.685984,2.486306,30,-104.3965,0,0
206,9.59429,2.819504,30,-106.3766,0,0
207,9.480418,3.181458,30,-108.5508,0,0
208,9.384249,3.454834,30,-110.2113,0,0
209,9.278239,3.730183,30,-111.9019,0,0
210,9.161518,4.008315,30,-113.6302,0,0
211,9.038607,4.278271,30,-115.3297,0,0
212,8.912323,4.535472,30,-116.9715,0,0
213,8.799723,4.75025,30,-118.361,0,0
214,8.64524,5.025916,30,-120.1716,0,0
215,8.479792,5.300295,30,-122.0074,0,0
216,8.333608,5.527294,30,-123.5544,0,0
217,8.157968,5.783387,30,-125.3338,0,0
218,7.984513,6.020594,30,-127.0175,0,0
219,7.797186,6.261302,30,-128.7652,0,0
220,7.627275,6.467201,30,-130.2947,0,0
221,7.417039,6.707274,30,-132.1232,0,0
222,7.199079,6.940696,30,-133.9531,0,0
223,6.988719,7.152468,30,-135.6634,0,0
224,6.745473,7.382316,30,-137.581,0,0
225,6.480117,7.616303,30,-139.6081,0,0
226,6.257683,7.80009,30,-141.2614,0,0
227,5.996042,8.002967,30,-143.1584,0,0
228,5.777752,8.161959,30,-144.7057,0,0
229,5.52279,8.336594,30,-146.4765,0,0
230,5.235596,8.51989,30,-148.4286,0,0
231,4.994098,8.663659,30,-150.039,0,0
232,4.749167,8.800307,30,-151.6461,0,0
233,4.490976,8.934827,30,-153.3142,0,0
234,4.19461,9.077734,30,-155.1994,0,0
235,3.927736,9.196352,30,-156.8728,0,0
236,3.638532,9.314563,30,-158.663,0,0
237,3.421089,9.396603,30,-159.9946,0,0
238,3.070897,9.516806,30,-162.1161,0,0
239,2.815304,9.595524,30,-163.6484,0,0
240,2.44502,9.696487,30,-165.8476,0,0
241,2.147963,9.766589,30,-167.5964,0,0
242,1.867318,9.824109,30,-169.2379,0,0
243,1.604121,9.870502,30,-170.7692,0,0
244,1.270013,9.919025,30,-172.7036,0,0
245,0.9971294,9.950162,30,-174.2773,0,0
246,0.6879532,9.976308,30,-176.0552,0,0
247,0.4213434,9.991119,30,-177.5851,0,0
248,0.1663717,9.998616,30,-179.0467,0,0
249,-0.1689769,9.998572,30,-180.9682,0,0
250,-0.4308068,9.990716,30,-182.4691,0,0
251,-0.7735989,9.970033,30,-184.4368,0,0
252,-1.068089,9.942796,30,-186.1314,0,0
253,-1.386036,9.90348,30,-187.967,0,0
254,-1.69992,9.854454,30,-189.7873,0,0
255,-1.938452,9.810322,30,-191.1772,0,0
256,-2.286478,9.735092,30,-193.2174,0,0
257,-2.593642,9.657796,30,-195.0323,0,0
258,-2.895611,9.571595,30,-196.8317,0,0
259,-3.209307,9.471026,30,-198.7192,0,0
260,-3.480257,9.374849,30,-200.3666,0,0
261,-3.730357,9.27817,30,-201.9029,0,0
262,-4.035436,9.149604,30,-203.7999,0,0
263,-4.291955,9.032116,30,-205.4165,0,0
264,-4.558874,8.900374,30,-207.122,0,0
265,-4.818001,8.762812,30,-208.803,0,0
266,-5.071206,8.618752,30,-210.4722,0,0
267,-5.308458,8.474685,30,-212.0626,0,0
268,-5.597959,8.286305,30,-214.0417,0,0
269,-5.835017,8.121119,30,-215.6972,0,0
270,-6.100816,7.923386,30,-217.5954,0,0
271,-6.31438,7.754264,30,-219.1563,0,0
272,-6.568922,7.539845,30,-221.0633,0,0
273,-6.810456,7.32241,30,-222.9254,0,0
274,-7.041346,7.100666,30,-224.7596,0,0
275,-7.257104,6.880002,30,-226.528,0,0
276,-7.45905,6.660523,30,-228.2369,0,0
277,-7.661763,6.426304,30,-230.0117,0,0
278,-7.839199,6.20862,30,-231.6209,0,0
279,-7.994789,6.006942,30,-233.0804,0,0
280,-8.165287,5.773049,30,-234.7388,0,0
281,-8.357025,5.491824,30,-236.689,0,0
282,-8.485927,5.290468,30,-238.0589,0,0
283,-8.613442,5.080217,30,-239.4678,0,0
284,-8.788719,4.770578,30,-241.5066,0,0
285,-8.925572,4.50934,30,-243.1964,0,0
286,-9.065126,4.221786,30,-245.0278,0,0
287,-9.194107,3.932987,30,-246.8401,0,0
288,-9.292101,3.695518,30,-248.312,0,0
289,-9.404662,3.398872,30,-250.1299,0,0
290,-9.518023,3.067124,30,-252.1387,0,0
291,-9.617661,2.738725,30,-254.1052,0,0
292,-9.693437,2.457089,30,-255.7762,0,0
293,-9.754947,2.200229,30,-257.2896,0,0
294,-9.81178,1.931056,30,-258.8659,0,0
295,-9.864319,1.641714,30,-260.5508,0,0
296,-9.906005,1.367873,30,-262.138,0,0
297,-9.948012,1.018358,30,-264.1551,0,0
298,-9.973751,0.7240817,30,-265.8477,0,0
299,-9.990655,0.4322133,30,-267.5228,0,0
300,-9.998979,0.142903,30,-269.1812,0,0
301,-9.999357,-0.1133611,30,-270.6495,0,0
302,-9.992951,-0.3753927,30,-272.1513,0,0
303,-9.975785,-0.695487,30,-273.988,0,0
304,-9.951307,-0.9856315,30,-275.6564,0,0
305,-9.923335,-1.235893,30,-277.0992,0,0
306,-9.877182,-1.562462,30,-278.9891,0,0
307,-9.827432,-1.849752,30,-280.6597,0,0
308,-9.766462,-2.148539,30,-282.4069,0,0
309,-9.703644,-2.416467,30,-283.9837,0,0
310,-9.635325,-2.675912,30,-285.5209,0,0
311,-9.545177,-2.981541,30,-287.3467,0,0
312,-9.454188,-3.258576,30,-289.0175,0,0
313,-9.35577,-3.531226,30,-290.6784,0,0
314,-9.255421,-3.786446,30,-292.2497,0,0
315,-9.132319,-4.074401,30,-294.0441,0,0
316,-9.005521,-4.347481,30,-295.7692,0,0
317,-8.889617,-4.579815,30,-297.2569,0,0
318,-8.7475,-4.845744,30,-298.9846,0,0
319,-8.596759,-5.108399,30,-300.7197,0,0
320,-8.449333,-5.348717,30,-302.3352,0,0
321,-8.302464,-5.573965,30,-303.8759,0,0
322,-8.121416,-5.834604,30,-305.6943,0,0
323,-7.974377,-6.034012,30,-307.1138,0,0
324,-7.787776,-6.273002,30,-308.8512,0,0
325,-7.610996,-6.48635,30,-310.4387,0,0
326,-7.427046,-6.696193,30,-312.0377,0,0
327,-7.248312,-6.889265,30,-313.5452,0,0
328,-7.048445,-7.093618,30,-315.183,0,0
329,-6.83424,-7.300217,30,-316.8882,0,0
330,-6.628497,-7.487525,30,-318.4824,0,0
331,-6.414147,-7.671943,30,-320.1026,0,0
332,-6.194265,-7.850547,30,-321.7257,0,0
333,-5.959331,-8.030341,30,-323.4208,0,0
334,-5.723553,-8.200057,30,-325.0853,0,0
335,-5.532098,-8.33042,30,-326.4125,0,0
336,-5.337344,-8.456522,30,-327.7418,0,0
337,-5.084622,-8.610843,30,-329.4385,0,0
338,-4.808555,-8.767999,30,-331.2587,0,0
339,-4.56848,-8.895448,30,-332.8161,0,0
340,-4.316583,-9.020372,30,-334.4271,0,0
341,-4.064054,-9.136929,30,-336.0208,0,0
342,-3.834784,-9.235498,30,-337.4507,0,0
343,-3.584411,-9.335524,30,-338.9955,0,0
344,-3.283344,-9.445616,30,-340.8323,0,0
345,-3.010632,-9.536041,30,-342.4785,0,0
346,-2.723517,-9.621978,30,-344.1957,0,0
347,-2.473516,-9.689258,30,-345.6791,0,0
348,-2.150349,-9.766064,30,-347.5824,0,0
349,-1.859379,-9.825615,30,-349.2841,0,0
350,-1.575227,-9.875154,30,-350.9368,0,0
351,-1.296015,-9.915662,30,-352.5534,0,0
352,-0.9985686,-9.950018,30,-354.269,0,0
353,-0.704204,-9.975174,30,-355.9619,0,0
354,-0.4222025,-9.991083,30,-357.5802,0,0
355,-0.1107794,-9.999387,30,-359.3652,0,0
356,0.195116,-9.998096,30,-1.117981,0,0
357,0.5293249,-9.985981,30,-3.03418,0,0
358,0.8119761,-9.96698,30,-4.657349,0,0
359,1.099862,-9.939331,30,-6.314514,0,0
360,1.396791,-9.901968,30,-8.029236,0,0
361,1.715775,-9.851706,30,-9.879517,0,0
362,2.009797,-9.795954,30,-11.59424,0,0
363,2.259242,-9.741448,30,-13.05719,0,0
364,2.545202,-9.670674,30,-14.74512,0,0
365,2.859857,-9.582339,30,-16.61774,0,0
366,3.136216,-9.49548,30,-18.27759,0,0
367,3.434407,-9.391744,30,-20.08661,0,0
368,3.721369,-9.281779,30,-21.84741,0,0
369,3.968248,-9.178944,30,-23.37982,0,0
370,4.294336,-9.030985,30,-25.43158,0,0
371,4.558707,-8.90046,30,-27.12091,0,0
372,4.851221,-8.744464,30,-29.02045,0,0
373,5.156196,-8.568176,30,-31.03882,0,0
374,5.401469,-8.415708,30,-32.6936,0,0
375,5.646851,-8.253065,30,-34.38037,0,0
376,5.889165,-8.081939,30,-36.08014,0,0
377,6.101438,-7.922907,30,-37.59985,0,0
378,6.316445,-7.752582,30,-39.17151,0,0
379,6.560802,-7.546912,30,-41.00159,0,0
380,6.750076,-7.378107,30,-42.45471,0,0
381,7.026639,-7.11522,30,-44.64105,0,0
382,7.240038,-6.89796,30,-46.38599,0,0
383,7.446169,-6.67492,30,-48.12616,0,0
384,7.664939,-6.422515,30,-50.04004,0,0
385,7.838301,-6.209753,30,-51.61255,0,0
386,8.049314,-5.933678,30,-53.60358,0,0
387,8.203482,-5.718644,30,-55.11963,0,0
388,8.401714,-5.423208,30,-57.1582,0,0
389,8.567444,-5.157413,30,-58.95294,0,0
390,8.690773,-4.946764,30,-60.35156,0,0
391,8.844484,-4.66638,30,-62.18365,0,0
392,8.979261,-4.401463,30,-63.88672,0,0
393,9.116117,-4.110526,30,-65.729,0,0
394,9.245286,-3.811126,30,-67.59735,0,0
395,9.341039,-3.570013,30,-69.0838,0,0
396,9.436602,-3.309161,30,-70.6756,0,0
397,9.538542,-3.002704,30,-72.52612,0,0
398,9.612759,-2.755878,30,-74.00293,0,0
399,9.704694,-2.412243,30,-76.04114,0,0
400,9.773624,-2.11572,30,-77.78546,0,0
401,9.830658,-1.832529,30,-79.44067,0,0
402,9.875387,-1.573761,30,-80.94531,0,0
403,9.919202,-1.268637,30,-82.71155,0,0
404,9.960031,-0.893189,30,-84.87555,0,0
405,9.983396,-0.5760306,30,-86.69769,0,0
406,9.996334,-0.2707592,30,-88.44843,0,0
407,9.999972,0.02376904,30,-90.13617,0,0
408,9.993789,0.352399,30,-92.01947,0,0
409,9.978477,0.6557369,30,-93.75977,0,0
410,9.954603,0.9517772,30,-95.46149,0,0
411,9.922074,1.245965,30,-97.15741,0,0
412,9.883768,1.520241,30,-98.7442,0,0
413,9.833542,1.816989,30,-100.4687,0,0
414,9.776018,2.104633,30,-102.1495,0,0
415,9.712894,2.37901,30,-103.7626,0,0
416,9.619819,2.731133,30,-105.8495,0,0
417,9.536696,3.008559,30,-107.509,0,0
418,9.448776,3.274236,30,-109.1124,0,0
419,9.340631,3.57108,30,-110.9227,0,0
420,9.228233,3.852235,30,-112.6576,0,0
421,9.086045,4.176575,30,-114.6868,0,0
422,8.950649,4.459359,30,-116.4832,0,0
423,8.807647,4.735542,30,-118.2652,0,0
424,8.672762,4.978273,30,-119.8563,0,0
425,8.526329,5.225104,30,-121.5007,0,0
426,8.340224,5.517305,30,-123.4858,0,0
427,8.161649,5.778191,30,-125.2972,0,0
428,8.019449,5.973979,30,-126.6837,0,0
429,7.845907,6.200141,30,-128.3171,0,0
430,7.649643,6.440726,30,-130.0961,0,0
431,7.448902,6.671872,30,-131.8503,0,0
432,7.236065,6.902127,30,-133.6469,0,0
433,7.023111,7.118702,30,-135.3873,0,0
434,6.799839,7.33227,30,-137.1576,0,0
435,6.589251,7.522085,30,-138.782,0,0
436,6.377085,7.702778,30,-140.3788,0,0
437,6.118947,7.909392,30,-142.2733,0,0
438,5.836122,8.120326,30,-144.295,0,0
439,5.574273,8.302258,30,-146.1219,0,0
440,5.333776,8.458773,30,-147.766,0,0
441,5.114562,8.593094,30,-149.2391,0,0
442,4.821616,8.760823,30,-151.1733,0,0
443,4.556163,8.901763,30,-152.8954,0,0
444,4.303629,9.02656,30,-154.5093,0,0
445,4.060687,9.138426,30,-156.0419,0,0
446,3.758103,9.266966,30,-157.9255,0,0
447,3.444717,9.387967,30,-159.8504,0,0
448,3.175774,9.482324,30,-161.4835,0,0
449,2.909388,9.567417,30,-163.0858,0,0
450,2.606539,9.654323,30,-164.8911,0,0
451,2.311487,9.729184,30,-166.6353,0,0
452,2.02919,9.791955,30,-168.2922,0,0
453,1.714688,9.851895,30,-170.1267,0,0
454,1.424004,9.898091,30,-171.8132,0,0
455,1.103666,9.93891,30,-173.6635,0,0
456,0.778411,9.969658,30,-175.5355,0,0
457,0.4681017,9.989038,30,-177.317,0,0
458,0.1127025,9.999365,30,-179.3542,0,0
459,-0.1686974,9.998577,30,-180.9666,0,0
460,-0.4285743,9.990812,30,-182.4562,0,0
461,-0.7383872,9.972702,30,-184.2344,0,0
462,-0.9878713,9.951086,30,-185.6693,0,0
463,-1.269076,9.919146,30,-187.2909,0,0
464,-1.609071,9.869696,30,-189.2595,0,0
465,-1.894597,9.818885,30,-190.9212,0,0
466,-2.143379,9.767595,30,-192.3766,0,0
467,-2.448343,9.695649,30,-194.172,0,0
468,-2.766304,9.609764,30,-196.0591,0,0
469,-3.043687,9.525543,30,-197.7202,0,0
470,-3.31881,9.433212,30,-199.3829,0,0
471,-3.582316,9.336328,30,-200.9916,0,0
472,-3.945129,9.188904,30,-203.2355,0,0
473,-4.236141,9.058428,30,-205.0629,0,0
474,-4.52719,8.916533,30,-206.9182,0,0
475,-4.775598,8.785993,30,-208.5261,0,0
476,-5.010749,8.654039,30,-210.0711,0,0
477,-5.25492,8.507985,30,-211.7013,0,0
478,-5.542586,8.323445,30,-213.6596,0,0
479,-5.806609,8.141455,30,-215.497,0,0
480,-6.038537,7.970953,30,-217.1464,0,0
481,-6.279053,7.782898,30,-218.8957,0,0
482,-6.522452,7.58008,30,-220.7111,0,0
483,-6.738411,7.388762,30,-222.3642,0,0
484,-6.975248,7.165606,30,-224.2287,0,0
485,-7.182825,6.957516,30,-225.9128,0,0
486,-7.387392,6.739914,30,-227.6241,0,0
487,-7.571196,6.532764,30,-229.2109,0,0
488,-7.782986,6.278943,30,-231.105,0,0
489,-8.015158,5.979736,30,-233.275,0,0
490,-8.179777,5.752499,30,-234.8828,0,0
491,-8.361855,5.484468,30,-236.7394,0,0
492,-8.524465,5.228145,30,-238.4787,0,0
493,-8.673095,4.977694,30,-240.1474,0,0
494,-8.821959,4.708826,30,-241.9083,0,0
495,-8.955523,4.449565,30,-243.5794,0,0
496,-9.078587,4.192763,30,-245.2111,0,0
497,-9.189249,3.944324,30,-246.7693,0,0
498,-9.307281,3.657119,30,-248.5485,0,0
499,-9.402782,3.404068,30,-250.0983,0,0
500,-9.518188,3.066609,30,-252.1418,0,0
501,-9.601687,2.79421,30,-253.7743,0,0
502,-9.679024,2.513265,30,-255.4439,0,0
503,-9.750275,2.220843,30,-257.1685,0,0
